make,model,title,price,mileage,year,transmission,fuel_type,reviews,rating,color,doors,body_type,distance
Toyota,Land Cruiser,Toyota Land Cruiser 2.8 D-4D Invincible 5dr Auto 7 Seats,49995,23178,2019,Semi-auto,Diesel,23.0,4.0,Silver,5,Suv,11 miles
Nissan,Juke,Nissan Juke 1.6 [112] Tekna 5dr CVT [Bose],14600,31000,2018,Automatic,Petrol,31.0,4.0,Ink blue,5,Hatchback,11 miles
Nissan,Juke,Nissan Juke 1.6 [112] Bose Personal Edition 5dr CVT,14995,21449,2019,Automatic,Petrol,31.0,4.0,Magnetic red,5,Hatchback,11 miles
Nissan,Juke,Nissan Juke 1.6 Tekna 5dr Xtronic,15375,16477,2017,Automatic,Petrol,31.0,4.0,Magnetic red,5,Hatchback,11 miles
Nissan,Juke,Nissan Juke 1.6 [112] Tekna 5dr CVT [Bose],16475,24110,2019,Automatic,Petrol,31.0,4.0,Arctic white,5,Hatchback,11 miles
Nissan,Qashqai,Nissan Qashqai 1.3 DiG-T N-Connecta 5dr [Glass Roof Pack],16825,48380,2020,Manual,Petrol,100.0,4.5,Blue,5,Hatchback,11 miles
Nissan,Juke,Nissan Juke 1.0 DiG-T N-Connecta 5dr,17350,16810,2020,Manual,Petrol,31.0,4.0,Pearl black,5,Hatchback,11 miles
Nissan,Juke,Nissan Juke 1.0 DiG-T Acenta 5dr DCT,17400,26255,2020,Automatic,Petrol,31.0,4.0,Blade silver,5,Hatchback,11 miles
Nissan,Juke,Nissan Juke 1.0 DiG-T N-Connecta 5dr,17450,7710,2020,Manual,Petrol,31.0,4.0,Pearl black,5,Hatchback,11 miles
Nissan,Juke,Nissan Juke 1.0 DiG-T N-Connecta 5dr,17475,15003,2020,Manual,Petrol,31.0,4.0,Blade silver,5,Hatchback,11 miles
Nissan,Qashqai,Nissan Qashqai 1.3 DiG-T 160 N-Connecta 5dr [Glass Roof Pack],17500,44144,2020,Manual,Petrol,100.0,4.5,Blue,5,Hatchback,11 miles
Nissan,Qashqai,Nissan Qashqai 1.3 DiG-T N-Motion 5dr,17575,24597,2019,Manual,Petrol,100.0,4.5,Pearl black,5,Hatchback,11 miles
Nissan,LEAF,Nissan LEAF 110kW N-Connecta 40kWh 5dr Auto,17650,43125,2020,Automatic,Electric,7.0,4.5,Pearl black,5,Hatchback,11 miles
Nissan,Juke,Nissan Juke 1.6 [112] Tekna 5dr CVT [Bose],17675,10418,2019,Automatic,Petrol,31.0,4.0,Ink blue,5,Hatchback,11 miles
Nissan,Qashqai,Nissan Qashqai 1.3 DiG-T Tekna 5dr,17825,48100,2020,Manual,Petrol,100.0,4.5,Blue,5,Hatchback,11 miles
Nissan,Juke,Nissan Juke 1.6 [112] Tekna 5dr CVT [Bose/Exterior+ Pack],18000,5323,2019,Automatic,Petrol,31.0,4.0,Gun metallic,5,Hatchback,11 miles
Nissan,Micra,Nissan Micra 1.0 IG-T 92 N-Sport 5dr CVT,18275,3901,2022,Automatic,Petrol,114.0,4.0,Enigma black,5,Hatchback,11 miles
Nissan,Juke,Nissan Juke 1.0 DiG-T 114 N-Connecta 5dr,18775,9104,2021,Manual,Petrol,31.0,4.0,Storm white,5,Hatchback,11 miles
Nissan,LEAF,Nissan LEAF 110kW Tekna 40kWh 5dr Auto,19000,33586,2020,Automatic,Electric,7.0,4.5,Arctic white,5,Hatchback,11 miles
Nissan,Qashqai,Nissan Qashqai 1.3 DiG-T 160 [157] N-Connecta 5dr DCT Glass Roof,19300,42359,2020,Automatic,Petrol,100.0,4.5,Magnetic red,5,Hatchback,11 miles
Nissan,Juke,Nissan Juke 1.0 DiG-T Tekna 5dr,19425,2351,2020,Manual,Petrol,31.0,4.0,Vivid blue,5,Hatchback,11 miles
Nissan,LEAF,Nissan LEAF 110kW N-Connecta 40kWh 5dr Auto,19625,9567,2020,Automatic,Electric,7.0,4.5,Gun metallic,5,Hatchback,11 miles
Nissan,Qashqai,Nissan Qashqai 1.3 DiG-T N-Connecta 5dr [Glass Roof Pack],19700,15882,2020,Manual,Petrol,100.0,4.5,Blade silver,5,Hatchback,11 miles
Nissan,LEAF,Nissan LEAF 110kW N-Connecta 40kWh 5dr Auto,20150,11992,2020,Automatic,Electric,7.0,4.5,Gun metallic,5,Hatchback,11 miles
Nissan,Qashqai,Nissan Qashqai 1.3 DiG-T N-Connecta 5dr [Glass Roof Pack],20450,16446,2021,Manual,Petrol,100.0,4.5,Storm white,5,Hatchback,11 miles
Nissan,Qashqai,Nissan Qashqai 1.3 DiG-T 160 [157] Acenta Premium 5dr DCT,20500,19937,2021,Automatic,Petrol,100.0,4.5,Blade silver,5,Hatchback,11 miles
Nissan,Juke,Nissan Juke 1.0 DiG-T Tekna+ 5dr DCT,20500,19913,2020,Automatic,Petrol,31.0,4.0,Chestnut bronze with black roof,5,Hatchback,11 miles
Nissan,Qashqai,Nissan Qashqai 1.3 DiG-T 160 Tekna 5dr DCT,20650,49307,2020,Automatic,Petrol,100.0,4.5,Grey,5,Hatchback,11 miles
Nissan,Qashqai,Nissan Qashqai 1.3 DiG-T N-Tec 5dr,20650,9899,2020,Manual,Petrol,100.0,4.5,Pearl black,5,Hatchback,11 miles
Nissan,Qashqai,Nissan Qashqai 1.3 DiG-T 160 [157] N-Connecta 5dr DCT Glass Roof,21750,23214,2020,Automatic,Petrol,100.0,4.5,Black,5,Hatchback,11 miles
Nissan,Juke,Nissan Juke 1.0 DiG-T 114 N-Connecta 5dr DCT,22275,3311,2022,Automatic,Petrol,31.0,4.0,Pearl black,5,Hatchback,11 miles
Nissan,LEAF,Nissan LEAF 110kW Tekna 40kWh 5dr Auto,22400,4225,2021,Automatic,Electric,7.0,4.5,Pearl black,5,Hatchback,11 miles
Nissan,LEAF,Nissan LEAF 110kW Tekna 40kWh 5dr Auto,22695,16270,2022,Automatic,Electric,7.0,4.5,Pearl black,5,Hatchback,11 miles
Nissan,LEAF,Nissan LEAF 110kW Tekna 40kWh 5dr Auto,23000,2438,2021,Automatic,Electric,7.0,4.5,Pearl black,5,Hatchback,11 miles
Nissan,Qashqai,Nissan Qashqai 1.3 DiG-T 160 [157] N-Connecta 5dr DCT Glass Roof,23650,8042,2021,Automatic,Petrol,100.0,4.5,Black,5,Hatchback,11 miles
Nissan,Qashqai,Nissan Qashqai 1.3 DiG-T MH N-Connecta 5dr,25475,5723,2022,Manual,Petrol,100.0,4.5,Pearl black,5,Hatchback,11 miles
Nissan,LEAF,Nissan LEAF 110kW Tekna 39kWh 5dr Auto,26000,1789,2022,Automatic,Electric,7.0,4.5,Storm white,5,Hatchback,11 miles
Renault,Kangoo,Renault Kangoo 1.5 dCi Authentique 5dr,2295,117000,2008,Manual,Diesel,14.0,4.5,Grey,5,Mpv,11 miles
Honda,Jazz,Honda Jazz 1.4 i-DSI SE 5dr,2695,98000,2006,Manual,Petrol,218.0,4.5,Red,5,Hatchback,11 miles
Renault,Laguna,Renault Laguna 1.5 dCi eco2 Dynamique TomTom Euro 4 5dr,2795,77900,2010,Manual,Diesel,54.0,4.0,Silver,5,Hatchback,11 miles
Honda,Jazz,Honda Jazz 1.4 i-DSI SE 5dr,2990,48300,2007,Manual,Petrol,218.0,4.5,Blue,5,Hatchback,11 miles
Vauxhall,Corsa,Vauxhall Corsa 1.2 16V Excite Euro 5 5dr (A/C),3490,97000,2014,Manual,Petrol,268.0,4.0,Red,5,Hatchback,11 miles
Vauxhall,Astra,Vauxhall Astra 2.0 CDTi ecoFLEX SRi Euro 5 (s/s) 5dr,3695,89000,2011,Manual,Diesel,368.0,4.0,Silver,5,Hatchback,11 miles
Vauxhall,Mokka,Vauxhall Mokka 1.6i SE 2WD Euro 6 (s/s) 5dr,6995,66000,2015,Manual,Petrol,32.0,4.5,Red,5,Suv,11 miles
Toyota,AYGO,Toyota AYGO 1.0 VVT-i x-play x-shift Euro 5 5dr Euro 5,8395,44000,2015,Automatic,Petrol,41.0,4.0,White,5,Hatchback,11 miles
Audi,A1,Audi A1 1.0 TFSI Sport Sportback Euro 6 (s/s) 5dr,9995,61000,2016,Manual,Petrol,32.0,4.5,Black,5,Hatchback,11 miles
Audi,A4,Audi A4 2.0 TDI ultra SE S Tronic Euro 6 (s/s) 4dr,12495,87500,2017,Automatic,Diesel,100.0,4.0,Blue,4,Saloon,11 miles
Hyundai,i10,Hyundai i10 1.0 Go SE 5dr,9980,12288,2019,Manual,Petrol,58.0,4.0,Grey,5,Hatchback,11 miles
Hyundai,i20,Hyundai i20 1.0T GDi Element 5dr,14780,9995,2021,Manual,Petrol,53.0,4.5,Grey,5,Hatchback,11 miles
Hyundai,i10,Hyundai i10 1.0 T-GDi N Line 5dr,14880,10686,2021,Manual,Petrol,58.0,4.0,Black,5,Hatchback,11 miles
Hyundai,i10,Hyundai i10 1.0 MPi Premium 5dr Auto,16995,5145,2022,Semi-auto,Petrol,58.0,4.0,White,5,Hatchback,11 miles
Hyundai,i10,Hyundai i10 1.0 MPi Premium 5dr Auto,17180,3176,2022,Semi-auto,Petrol,58.0,4.0,Other,5,Hatchback,11 miles
Hyundai,i10,Hyundai i10 1.0 MPi Premium 5dr Auto,17280,2371,2022,Semi-auto,Petrol,58.0,4.0,Silver,5,Hatchback,11 miles
Kia,Rio,Kia Rio 1.0 T GDi 48V 118 3 5dr,17380,8123,2022,Manual,Hybrid,44.0,4.0,Black,5,Hatchback,11 miles
Hyundai,i10,Hyundai i10 1.2 MPi Premium 5dr Auto,17380,1526,2022,Semi-auto,Petrol,58.0,4.0,Silver,5,Hatchback,11 miles
Hyundai,i10,Hyundai i10 1.0 MPi Premium 5dr Auto,17380,728,2022,Semi-auto,Petrol,58.0,4.0,White,5,Hatchback,11 miles
Hyundai,Tucson,Hyundai Tucson 1.7 CRDi Blue Drive Sport Edition 5dr 2WD DCT,17460,32816,2018,Semi-auto,Diesel,11.0,4.5,Red,5,Suv,11 miles
Hyundai,i20,Hyundai i20 1.0T GDi 48V MHD SE Connect 5dr DCT,18486,3146,2022,Semi-auto,Hybrid,53.0,4.5,Silver,5,Hatchback,11 miles
Nissan,Leaf,Nissan Leaf 110kW N-Connecta 40kWh 5dr Auto,19180,20261,2020,Automatic,Electric,7.0,4.5,White,5,Hatchback,11 miles
Kia,ProCeed,Kia ProCeed 1.4T GDi ISG GT-Line 5dr,19280,15111,2020,Manual,Petrol,63.0,4.5,Grey,5,Estate,11 miles
Kia,Ceed,Kia Ceed 1.5T GDi ISG 3 5dr,19480,12536,2022,Manual,Petrol,63.0,4.5,White,5,Hatchback,11 miles
Hyundai,Tucson,Hyundai Tucson 1.6 TGDi 177 N Line 5dr 2WD,19780,29011,2020,Manual,Petrol,11.0,4.5,Red,5,Suv,11 miles
Kia,Sportage,Kia Sportage 1.6 GDi ISG 2 5dr,19990,17894,2022,Manual,Petrol,45.0,4.5,Grey,5,Suv,11 miles
Kia,Ceed,Kia Ceed 1.5T GDi ISG 3 5dr,19990,8919,2022,Manual,Petrol,63.0,4.5,Grey,5,Hatchback,11 miles
Kia,Sportage,Kia Sportage 1.6T GDi ISG 4 5dr,20480,25939,2019,Manual,Petrol,45.0,4.5,Blue,5,Suv,11 miles
Kia,Sorento,Kia Sorento 2.2 CRDi KX-2 5dr,20980,44955,2018,Manual,Diesel,32.0,4.5,Grey,5,Suv,11 miles
Kia,Sportage,Kia Sportage 1.6T GDi ISG GT-Line 5dr,21380,13913,2020,Manual,Petrol,45.0,4.5,Black,5,Suv,11 miles
Kia,Ceed,Kia Ceed 1.5T GDi ISG 3 5dr,22280,7126,2022,Manual,Petrol,63.0,4.5,Black,0,Estate,11 miles
Kia,Ceed,Kia Ceed 1.5T GDi ISG GT-Line 5dr,22590,7269,2022,Manual,Petrol,63.0,4.5,Orange,5,Hatchback,11 miles
Kia,Sportage,Kia Sportage 1.6 CRDi 48V ISG 2 5dr DCT Auto,23280,7165,2021,Automatic,Hybrid,45.0,4.5,Grey,5,Suv,11 miles
Hyundai,Tucson,Hyundai Tucson 1.6 CRDi 48V MHD 136 N Line 5dr 2WD DCT,23480,19329,2020,Semi-auto,Hybrid,11.0,4.5,Red,5,Suv,11 miles
Kia,XCeed,Kia XCeed 1.5T GDi ISG 4 5dr,23980,7054,2022,Manual,Petrol,63.0,4.5,Black,5,Hatchback,11 miles
Hyundai,i20,Hyundai i20 1.6T GDi N 5dr,24395,7445,2022,Manual,Petrol,53.0,4.5,White,5,Hatchback,11 miles
Hyundai,Tucson,Hyundai Tucson 1.6 TGDi SE Connect 5dr 2WD,26180,3509,2022,Manual,Petrol,11.0,4.5,Blue,5,Suv,11 miles
Kia,Niro,Kia Niro 1.6 GDi Hybrid 3 5dr DCT,26480,11260,2021,Automatic,Hybrid,1.0,4.5,Blue,5,Suv,11 miles
Hyundai,Tucson,Hyundai Tucson 1.6 TGDi 48V MHD SE Connect 5dr 2WD DCT,26985,3757,2022,Semi-auto,Hybrid,11.0,4.5,Grey,5,Suv,11 miles
Hyundai,Tucson,Hyundai Tucson 1.6 TGDi 48V MHD SE Connect 5dr 2WD DCT,27480,12694,2022,Semi-auto,Hybrid,11.0,4.5,Red,5,Suv,11 miles
Hyundai,Tucson,Hyundai Tucson 1.6 TGDi 48V MHD Premium 5dr 2WD DCT,28180,12123,2021,Semi-auto,Hybrid,11.0,4.5,Silver,5,Suv,11 miles
Kia,e-Niro,Kia e-Niro 150kW 4 64kWh 5dr Auto,31490,12057,2020,Automatic,Electric,1.0,4.5,Grey,5,Suv,11 miles
Hyundai,Tucson,Hyundai Tucson 1.6 TGDi 48V MHD Ultimate 5dr 2WD DCT,32485,10693,2022,Semi-auto,Hybrid,11.0,4.5,Black,5,Suv,11 miles
Kia,e-Niro,Kia e-Niro 150kW 4+ 64kWh 5dr Auto,33880,7694,2021,Automatic,Electric,1.0,4.5,Black,5,Suv,11 miles
Hyundai,Tucson,Hyundai Tucson 1.6 TGDi 48V MHD 180 N Line S 5dr 4WD DCT,33880,10290,2021,Semi-auto,Hybrid,11.0,4.5,White,5,Suv,11 miles
Kia,Sorento,Kia Sorento 1.6 T-GDi PHEV 2 5dr Auto,42280,10308,2022,Automatic,Hybrid,32.0,4.5,Blue,5,Suv,11 miles
Hyundai,Santa Fe,Hyundai Santa Fe 1.6 TGDi Hybrid Ultimate 5dr Auto,46480,1189,2022,Semi-auto,Hybrid,26.0,4.5,Blue,5,Suv,11 miles
Ford,Fiesta,Ford Fiesta LX,2990,48801,2004,Automatic,Petrol,373.0,4.0,Blue,3,Hatchback,11 miles
Ford,Fiesta,Ford Fiesta,2990,41615,2004,Manual,Petrol,373.0,4.0,Black,5,Hatchback,11 miles
Toyota,AYGO,Toyota AYGO VVT-i Ice,4990,62690,2012,Manual,Petrol,41.0,4.0,Black,3,Hatchback,11 miles
Smart,fortwo,Smart fortwo MHD Passion,4990,112504,2011,Automatic,Petrol,26.0,4.5,Black,2,Coupe,11 miles
Vauxhall,Corsa,Vauxhall Corsa Limited Edition,5490,62979,2011,Manual,Petrol,268.0,4.0,Yellow,3,Hatchback,11 miles
Mitsubishi,Outlander,Mitsubishi Outlander DI-D Equippe,5990,128498,2008,Manual,Diesel,9.0,4.5,Grey,5,Suv,11 miles
Vauxhall,Corsa,Vauxhall Corsa Limited Edition,5990,76877,2013,Manual,Petrol,268.0,4.0,Grey,3,Hatchback,11 miles
Vauxhall,Corsa,Vauxhall Corsa Limited Edition,5990,54503,2014,Manual,Petrol,268.0,4.0,Orange,3,Hatchback,11 miles
Peugeot,Bipper,Peugeot Bipper HDi Professional,6490,62000,2013,Manual,Diesel,3.0,5.0,Grey,3,Panel van,11 miles
Renault,Clio,Renault Clio Dynamique MediaNav,6490,51177,2013,Manual,Petrol,115.0,4.0,Black,5,Hatchback,11 miles
Audi,A1,Audi A1 TFSI Sport,6990,92700,2012,Manual,Petrol,32.0,4.5,Black,3,Hatchback,11 miles
Peugeot,Bipper,Peugeot Bipper HDi Professional,6990,87382,2017,Manual,Diesel,3.0,5.0,Grey,3,Panel van,11 miles
Ford,Fiesta,Ford Fiesta Zetec,6990,49500,2014,Manual,Petrol,373.0,4.0,White,3,Hatchback,11 miles
Ford,Fiesta,Ford Fiesta Zetec,7490,42357,2014,Manual,Petrol,373.0,4.0,White,5,Hatchback,11 miles
Porsche,Boxster,Porsche Boxster 986 S,7990,100000,2001,Manual,Petrol,14.0,4.0,Blue,2,Convertible,11 miles
Vauxhall,Combo,Vauxhall Combo CDTi 2000 Sportive,8490,63428,2016,Manual,Diesel,4.0,4.0,Silver,3,Panel van,11 miles
Peugeot,Partner,Peugeot Partner BlueHDi 854 SE,8490,52766,2017,Manual,Diesel,23.0,4.5,White,5,Panel van,11 miles
Citroen,Berlingo,Citroen Berlingo HDi 725 X,8490,94700,2013,Manual,Diesel,47.0,4.0,Black,6,Combi van,11 miles
Ford,Fiesta,Ford Fiesta Zetec,8990,13307,2015,Manual,Petrol,373.0,4.0,Black,5,Hatchback,11 miles
Citroen,Berlingo,Citroen Berlingo HDi 850 Enterprise,10990,47157,2015,Manual,Diesel,47.0,4.0,Black,5,Panel van,11 miles
Volkswagen,Caddy Maxi,Volkswagen Caddy Maxi TDI C20 Maxi,10990,84000,2015,Manual,Diesel,6.0,4.5,Blue,5,Combi van,11 miles
Vauxhall,Vivaro,Vauxhall Vivaro CDTi 2900 BiTurbo ecoTEC Limited Edition Nav,21990,16283,2018,Manual,Diesel,2.0,4.5,White,5,Combi van,11 miles
Volkswagen,Caravelle,Volkswagen Caravelle BiTDI BlueMotion Tech Executive,23490,95716,2014,Automatic,Diesel,6.0,4.0,Blue,5,Mpv,11 miles
Volkswagen,Transporter,Volkswagen Transporter BiTDI T30 Highline,34990,51350,2020,Automatic,Diesel,19.0,4.5,White,5,Combi van,11 miles
Vauxhall,Insignia,Vauxhall Insignia SRI CDTI,2250,188645,2010,Manual,Diesel,96.0,4.5,Silver,5,Hatchback,11 miles
Land Rover,Freelander,Land Rover Freelander TD4 GS,3000,182272,2007,Automatic,Diesel,54.0,4.0,Grey,5,Estate,11 miles
Mazda,MX-5,Mazda MX-5 I,3495,63863,2003,Manual,Petrol,62.0,4.0,Red,2,Convertible,11 miles
Toyota,Avensis,Toyota Avensis D-4D T SPIRIT,3850,108914,2010,Manual,Diesel,110.0,4.5,Blue,4,Saloon,11 miles
Peugeot,3008,Peugeot 3008 EXCLUSIVE,4450,77861,2012,Manual,Petrol,28.0,4.5,Black,5,Hatchback,11 miles
Vauxhall,Meriva,Vauxhall Meriva EXCLUSIV AC,4795,74773,2015,Manual,Petrol,107.0,4.0,Blue,5,Mpv,11 miles
Fiat,500,Fiat 500 TWINAIR PLUS,4850,41860,2012,Manual,Petrol,44.0,4.5,White,3,Hatchback,11 miles
Nissan,Qashqai,Nissan Qashqai PLUS 2 N-TEC PLUS IS,5850,128479,2012,Manual,Petrol,100.0,4.5,Black,5,Hatchback,11 miles
Abarth,500,Abarth 500 ABARTH,6795,69239,2014,Manual,Petrol,3.0,3.5,Red,3,Hatchback,11 miles
Peugeot,308,Peugeot 308 E-THP ALLURE,6995,41705,2014,Manual,Petrol,51.0,4.0,Silver,5,Hatchback,11 miles
Audi,A5,Audi A5 SPORTBACK TDI QUATTRO S LINE,11495,98507,2014,Automatic,Diesel,21.0,4.5,Black,5,Hatchback,11 miles
Nissan,NV400,Nissan NV400 DCI SE SHR C/C,16500,121630,2016,Manual,Diesel,1.0,3.5,White,2,Chassis cab,11 miles
Land Rover,Discovery,Land Rover Discovery TD4 PURE SPECIAL EDITION,19000,48007,2017,Manual,Diesel,57.0,4.0,Grey,5,Estate,11 miles
Hyundai,ix20,Hyundai ix20  1.6 CRDi Blue Drive Active 5dr Hatchback,4885,74000,2013,Manual,Diesel,5.0,4.5,Silver,5,Hatchback,11 miles
Vauxhall,Zafira,Vauxhall Zafira  1.6i [115] Exclusiv 5dr Estate,4995,77000,2013,Manual,Petrol,160.0,4.0,Grey,5,Estate,11 miles
Kia,Venga,Kia Venga  1.4 EcoDynamics 2 5dr Hatchback,5574,47109,2012,Manual,Petrol,31.0,4.5,Blue,5,Hatchback,11 miles
Peugeot,208,Peugeot 208  1.6 VTi Feline 3dr Hatchback,5863,69000,2012,Manual,Petrol,24.0,4.5,Metallic - rose quartz,3,Hatchback,11 miles
Citroen,C3,Citroen C3  1.4 HDi VTR+ 5dr Hatchback,6156,56720,2015,Manual,Diesel,70.0,4.0,White,5,Hatchback,11 miles
Volkswagen,Up,Volkswagen Up  1.0 Move Up 3dr Hatchback,6163,50054,2014,Manual,Petrol,22.0,4.0,White colour,3,Hatchback,11 miles
Hyundai,i20,Hyundai i20  1.2 Active 5dr Hatchback,6345,38221,2013,Manual,Petrol,53.0,4.5,Red,5,Hatchback,11 miles
Skoda,Fabia,Skoda Fabia  1.2 TSI 90 SE 5dr Hatchback,6995,77500,2015,Manual,Petrol,153.0,4.0,Blue,5,Hatchback,11 miles
Vauxhall,Insignia,Vauxhall Insignia  2.0 CDTi [163] ecoFLEX Energy 5dr [Start Stop] Hatchback,7092,60559,2013,Manual,Diesel,96.0,4.5,Blue,5,Hatchback,11 miles
Ford,Fiesta,Ford Fiesta  1.25 Zetec 3dr 82PS,7145,38785,2014,Manual,Petrol,373.0,4.0,Red,3,Hatchback,11 miles
Toyota,Aygo,Toyota Aygo  1.0 VVT-i X-Play 5dr Hatchback,7258,26000,2014,Manual,Petrol,41.0,4.0,Red,5,Hatchback,11 miles
Volkswagen,Polo,Volkswagen Polo  1.6 TDI 90 SEL 5dr Hatchback,7595,38000,2012,Manual,Diesel,150.0,4.0,Silver colour,5,Hatchback,11 miles
Peugeot,208,Peugeot 208  1.2 PureTech 82 Allure 5dr Hatchback,7783,61993,2018,Manual,Petrol,24.0,4.5,Black,5,Hatchback,11 miles
Vauxhall,Corsa,Vauxhall Corsa  1.4 [75] ecoFLEX Limited Edition 3dr Hatchback,7845,61000,2017,Manual,Petrol,268.0,4.0,Blue,3,Hatchback,11 miles
Kia,Sportage,Kia Sportage  1.7 CRDi ISG 1 5dr Estate,8831,67500,2015,Manual,Diesel,45.0,4.5,Black,5,Estate,11 miles
Citroen,C3,Citroen C3  1.2 PureTech 82 Feel 5dr Hatchback,8845,61876,2019,Manual,Petrol,70.0,4.0,White,5,Hatchback,11 miles
Citroen,C3 Picasso,Citroen C3 Picasso  1.6 BlueHDi Edition 5dr Estate,8853,37900,2017,Manual,Diesel,36.0,4.5,Grey,5,Estate,11 miles
Ford,Fiesta,Ford Fiesta  1.25 Zetec 5dr 82PS,9159,35500,2016,Manual,Petrol,373.0,4.0,Blue,5,Hatchback,11 miles
Peugeot,208,Peugeot 208  1.2 PureTech 82 Active 5dr Hatchback,9673,24836,2017,Manual,Petrol,24.0,4.5,Silver,5,Hatchback,11 miles
Volkswagen,Polo,Volkswagen Polo  1.0 Match Edition 3dr Hatchback,9825,37997,2017,Manual,Petrol,150.0,4.0,White colour,3,Hatchback,11 miles
Nissan,Qashqai,Nissan Qashqai  1.2 DiG-T Visia 5dr Hatchback,9934,58000,2016,Manual,Petrol,100.0,4.5,Blue,5,Hatchback,11 miles
Ford,B-MAX,Ford B-MAX  1.6 Zetec 5dr Pshift 105PS,10376,33200,2017,Automatic,Petrol,18.0,4.5,Gold,5,Hatchback,11 miles
Vauxhall,Mokka,Vauxhall Mokka  1.7 CDTi SE 5dr Auto Hatchback,10495,52856,2015,Automatic,Diesel,32.0,4.5,Blue,5,Hatchback,11 miles
Vauxhall,Mokka,Vauxhall Mokka  1.6i Exclusiv 5dr Hatchback,10690,19000,2016,Manual,Petrol,32.0,4.5,Black,5,Hatchback,11 miles
Nissan,Juke,Nissan Juke  1.6 Tekna 5dr Xtronic Hatchback,10795,47001,2015,Automatic,Petrol,31.0,4.0,Red,5,Hatchback,11 miles
Citroen,C3,Citroen C3  1.2 PureTech 82 Flair 5dr Hatchback,10995,24404,2017,Manual,Petrol,70.0,4.0,White,5,Hatchback,11 miles
Peugeot,308,Peugeot 308  1.2 PureTech 130 Allure 5dr Hatchback,11245,34720,2018,Manual,Petrol,51.0,4.0,Blue,5,Hatchback,11 miles
Hyundai,Tucson,Hyundai Tucson  1.7 CRDi Blue Drive SE 5dr 2WD Estate,11295,52243,2016,Manual,Diesel,11.0,4.5,Grey,5,Estate,11 miles
Ford,Ecosport,Ford Ecosport  1.0 Zetec 5dr 6Spd 125PS,11345,41700,2019,Manual,Petrol,3.0,4.5,Grey,5,Hatchback,11 miles
SEAT,Leon,SEAT Leon  1.2 TSI 110 SE 5dr DSG [Technology Pack] Hatchback,11397,37886,2015,Automatic,Petrol,46.0,4.5,Blue,5,Hatchback,11 miles
Citroen,C3-aircross,Citroen C3-aircross  1.2 PureTech Feel 5dr Hatchback,11417,33610,2018,Manual,Petrol,70.0,4.0,Blue,5,Hatchback,11 miles
Mercedes-Benz,B Class,Mercedes-Benz B Class  B180 [1.5] CDI Sport 5dr Auto Hatchback,11445,45500,2014,Automatic,Diesel,21.0,4.0,White,5,Hatchback,11 miles
Vauxhall,Corsa,Vauxhall Corsa  1.4 Griffin 5dr Hatchback,11454,13526,2019,Manual,Petrol,268.0,4.0,Silver,5,Hatchback,11 miles
Peugeot,208,Peugeot 208  1.2 PureTech 82 Tech Edition 5dr [Start Stop] Hatchback,11495,11718,2018,Manual,Petrol,24.0,4.5,Red,5,Hatchback,11 miles
Ford,Ecosport,Ford Ecosport  1.0 EcoBoost (Petrol) Titanium S Compact SUV 140PS,11637,26000,2017,Manual,Petrol,3.0,4.5,Red,0,Saloon,11 miles
Nissan,Juke,Nissan Juke  1.6 Tekna 5dr Xtronic Hatchback,11780,40450,2015,Automatic,Petrol,31.0,4.0,Blue,5,Hatchback,11 miles
Ford,Fiesta,Ford Fiesta  1.0 T EcoBoost ST-Line Edition 5dr 6Spd 140PS,11956,46000,2018,Manual,Petrol,373.0,4.0,Grey,5,Hatchback,11 miles
Ds,Ds 3,Ds Ds 3  1.2 PureTech Prestige 3dr EAT6 Hatchback,11985,16271,2016,Automatic,Petrol,1.0,4.5,Blue,3,Hatchback,11 miles
Ford,Fiesta,Ford Fiesta  1.0 T EcoBoost Zetec 5dr 6Spd 100PS,11995,14400,2018,Manual,Petrol,373.0,4.0,Grey,5,Hatchback,11 miles
SEAT,Leon,SEAT Leon  1.4 EcoTSI 150 FR Technology 5dr Hatchback,12295,57000,2017,Manual,Petrol,46.0,4.5,Grey,5,Hatchback,11 miles
Nissan,Juke,Nissan Juke  1.2 DiG-T Tekna 5dr Hatchback,12295,24100,2018,Manual,Petrol,31.0,4.0,Red,5,Hatchback,11 miles
Kia,Sportage,Kia Sportage  1.6 GDi ISG 2 5dr Estate,12345,52667,2016,Manual,Petrol,45.0,4.5,White,5,Estate,11 miles
Ford,Ecosport,Ford Ecosport  1.0 Titanium 5dr 6Spd 125PS,12695,35469,2018,Manual,Petrol,3.0,4.5,Blue,5,Hatchback,11 miles
Vauxhall,Astra,Vauxhall Astra  1.4T 16V 150 SRi 5dr Auto Hatchback,12795,18352,2017,Automatic,Petrol,368.0,4.0,Red,5,Hatchback,11 miles
Vauxhall,Mokka X,Vauxhall Mokka X  1.4T ecoTEC Elite Nav 5dr Hatchback,12981,42000,2018,Manual,Petrol,32.0,4.5,Grey,5,Hatchback,11 miles
Ford,Kuga,Ford Kuga  2.0TDCi Titanium X Sports Utility 6Spd 150PS,12995,58001,2016,Manual,Diesel,31.0,4.5,Blue,0,4x4,11 miles
MG,ZS,MG ZS  1.5 VTi-TECH Excite 5dr Hatchback,13332,3500,2019,Manual,Petrol,12.0,4.0,Silver,5,Hatchback,11 miles
Ford,Focus,Ford Focus  1.0 T EcoBoost S6 (Petrol) Zetec Edition 5dr 6Spd Auto 125PS,13595,20167,2017,Automatic,Petrol,620.0,4.0,Red,5,Hatchback,11 miles
